,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
302,Chloe,0,2009,4,0.42127659574468085,0.5925925925925926,0.03214369635534896
303,Blood Diamond,0,2006,4,0.6085106382978723,0.8024691358024691,0.2366781393679713
304,The Lake House,0,2006,2,0.4468085106382979,0.654320987654321,0.06526434311767976
305,Terminator 3: Rise of the Machines,0,2003,4,0.46382978723404256,0.5925925925925926,0.17369658018862727
306,Beerfest,0,2006,4,0.46808510638297873,0.5802469135802469,0.029865321037983356
307,Heist,0,2001,4,0.4553191489361702,0.6172839506172839,0.01602798239902164
308,Catch and Release,0,2006,3,0.4723404255319149,0.54320987654321,0.011529425561096212
309,Just Like Heaven,0,2005,3,0.4042553191489362,0.6419753086419754,0.047062028856187696
310,Gurren Lagann,1,2007,5,0.1021276595744681,0.8395061728395062,0.0075030320290722105
311,Four Brothers,0,2005,4,0.46382978723404256,0.654320987654321,0.06377114319509514
312,John Q,0,2002,3,0.49361702127659574,0.6790123456790124,0.05819115163319568
313,Not Another Teen Movie,0,2001,4,0.37872340425531914,0.5185185185185185,0.04611373448551173
314,21,0,2008,3,0.5234042553191489,0.654320987654321,0.10890792727362503
315,Code Geass: Lelouch of the Rebellion,1,2006,5,0.1021276595744681,0.8888888888888885,0.027493042093953885
316,Terminator Salvation,0,2009,3,0.46808510638297873,0.6172839506172839,0.1576311245113595
317,Deck the Halls,0,2006,2,0.39574468085106385,0.4320987654320988,0.0122524394001983
318,The Girl Next Door,0,2007,4,0.3872340425531915,0.6172839506172839,0.01147564038526057
319,The Cat in the Hat,0,2003,2,0.3446808510638298,0.308641975308642,0.03613570264380591
320,Final Destination 3,0,2006,4,0.39574468085106385,0.5308641975308642,0.061628994265706706
321,Thir13en Ghosts,0,2001,4,0.3872340425531915,0.5061728395061728,0.0381288401844038
322,The One,0,2001,3,0.3702127659574468,0.54320987654321,0.04037370998239638
323,Happy Feet,0,2006,2,0.4595744680851064,0.6049382716049383,0.08050450494933832
324,Ip Man,0,2008,4,0.4595744680851064,0.8024691358024691,0.09747020102870761
325,Coach Carter,0,2005,3,0.5531914893617021,0.7160493827160493,0.06333645316743985
326,Blade: Trinity,0,2004,4,0.451063829787234,0.5308641975308642,0.07724124370724464
327,Monster-in-Law,0,2005,3,0.4297872340425532,0.49382716049382713,0.02675503894355334
328,Halloween,0,2007,4,0.46382978723404256,0.5555555555555556,0.05237882574617012
329,How Do You Know,0,2010,3,0.5148936170212766,0.4814814814814815,0.02186411483928593
330,The Sweetest Thing,0,2002,4,0.3574468085106383,0.4444444444444444,0.02579528215835502
331,The Final Destination,0,2009,4,0.34893617021276596,0.4444444444444444,0.04592063688701983
332,The Other Boleyn Girl,0,2008,3,0.48936170212765956,0.6419753086419754,0.04923944675333722
333,Friday the 13th,0,2009,4,0.4127659574468085,0.49382716049382713,0.046701844522927694
334,The Bucket List,0,2007,3,0.4127659574468085,0.7283950617283951,0.10700957508388503
335,Freddy vs. Jason,0,2003,4,0.4127659574468085,0.5185185185185185,0.052013351067745954
336,Transformers: Prime,1,2010,10,0.09361702127659574,0.7901234567901235,0.002863399320102474
337,Memoirs of a Geisha,0,2005,3,0.6170212765957447,0.7160493827160493,0.06473707204965165
338,A Nightmare on Elm Street,0,2010,4,0.4042553191489362,0.45679012345679015,0.04372778881647484
339,Body of Lies,0,2008,4,0.5446808510638298,0.691358024691358,0.0991459178594558
340,A Cinderella Story,0,2004,2,0.4042553191489362,0.54320987654321,0.03808607656099349
341,The Mole,1,2001,5,0.22127659574468087,0.7530864197530864,0.0004845074446178012
342,Osmosis Jones,0,2001,2,0.4042553191489362,0.5925925925925926,0.015741422035962887
343,Scary Movie 4,0,2006,3,0.35319148936170214,0.4444444444444444,0.05298412940536961
344,The Texas Chainsaw Massacre,0,2003,4,0.41702127659574467,0.5802469135802469,0.06204516808528742
345,Fun with Dick and Jane,0,2005,3,0.3829787234042553,0.5679012345679012,0.06348105593526028
346,TMNT,0,2007,2,0.3702127659574468,0.5802469135802469,0.028240303348391713
347,Due Date,0,2010,4,0.4042553191489362,0.6172839506172839,0.149726026249811
348,Cop Out,0,2010,4,0.4553191489361702,0.49382716049382713,0.03864949832097671
349,The 4400,1,2004,5,0.18723404255319148,0.7160493827160493,0.019823805054307597
350,Still Game,1,2002,5,0.12340425531914893,0.9135802469135804,0.003321455038899467
351,3 Idiots,0,2009,3,0.723404255319149,0.851851851851852,0.17007445719956463
352,Midnight Diner,1,2009,7,0.1148936170212766,0.8765432098765432,0.0009280147142133499
353,H2O: Just Add Water,1,2006,8,0.10638297872340426,0.7037037037037037,0.006514619207568016
354,Black Butler,1,2008,7,0.10638297872340426,0.8395061728395062,0.0008160357415719291
355,Octonauts,1,2010,9,0.06382978723404255,0.7530864197530864,0.0004602600292820605
356,New York Minute,0,2004,2,0.3702127659574468,0.40740740740740733,0.01027296858460783
357,Strawberry Shortcake,1,2003,9,0.09787234042553192,0.6790123456790124,3.5268967761077432e-06
358,Total Drama Island,1,2007,8,0.09787234042553192,0.7283950617283951,0.004636987536387656
359,Dreamer: Inspired By a True Story,0,2005,2,0.451063829787234,0.654320987654321,0.005743992261988474
360,Monster House,0,2006,2,0.3872340425531915,0.6296296296296295,0.05067136684443696
361,Starsky & Hutch,0,2004,3,0.4297872340425532,0.5679012345679012,0.06435528547363799
362,Tears of the Sun,0,2003,4,0.5148936170212766,0.6296296296296295,0.05337120632654744
363,Boys Over Flowers,1,2009,5,0.2723404255319149,0.7901234567901235,0.005102537910833878
364,Winx Club,1,2004,6,0.09787234042553192,0.5802469135802469,0.0029515717395051677
365,The Cave,0,2005,3,0.4127659574468085,0.4444444444444444,0.016946739009197707
366,Big Time Rush,1,2009,6,0.10638297872340426,0.5925925925925926,0.005308420510139167
367,The Texas Chainsaw Massacre: The Beginning,0,2006,4,0.3872340425531915,0.5308641975308642,0.03190122220199155
368,I Am Sam,0,2001,3,0.5617021276595745,0.7530864197530864,0.06572239883647675
369,The Spiderwick Chronicles,0,2008,2,0.4085106382978724,0.6172839506172839,0.041715694205705374
370,Rumor Has It...,0,2005,3,0.4127659574468085,0.49382716049382713,0.025521065934012644
371,Dead Set,1,2008,7,0.6,0.7530864197530864,0.008675725207128036
372,Toradora!,1,2008,5,0.1276595744680851,0.8024691358024691,0.006305209711486619
373,I Now Pronounce You Chuck & Larry,0,2007,3,0.48936170212765956,0.54320987654321,0.06463920066411466
374,World Trade Center,0,2006,3,0.548936170212766,0.5555555555555556,0.03664622095214751
375,Premonition,0,2007,3,0.4085106382978724,0.54320987654321,0.03443750184611003
376,Shaun the Sheep,1,2007,6,0.029787234042553193,0.8024691358024691,8.817241940269358e-06
377,Eagle Eye,0,2008,3,0.5021276595744681,0.6296296296296295,0.08174685433872228
378,Lagaan: Once Upon a Time in India,0,2001,2,0.9531914893617022,0.8148148148148148,0.04895685414915158
379,The Men Who Stare at Goats,0,2009,4,0.4,0.5802469135802469,0.05799937662099482
380,Scare Tactics,1,2003,5,0.09361702127659574,0.6419753086419754,0.001105241277212764
381,Friends with Money,0,2006,4,0.37446808510638296,0.5308641975308642,0.013305658949963476
382,Legend of the Guardians: The Owls of Ga'Hoole,0,2010,2,0.425531914893617,0.6666666666666667,0.03642314473105869
383,Kath & Kim,1,2002,11,0.1021276595744681,0.8395061728395062,0.0018353089098670668
384,Good Luck Chuck,0,2007,11,0.4297872340425532,0.5061728395061728,0.039567373206958745
385,Pocoyo,1,2005,6,0.04680851063829787,0.2962962962962963,3.879586453718518e-05
386,Louis C.K.: Hilarious,0,2010,11,0.3574468085106383,0.851851851851852,0.005276237577057185
387,Death at a Funeral,0,2010,4,0.39148936170212767,0.5061728395061728,0.02186411483928593
388,Gifted Hands: The Ben Carson Story,0,2009,11,0.36595744680851067,0.7530864197530864,0.00449899770002244
389,The Game,1,2006,5,0.09361702127659574,0.6296296296296295,0.0019450835720234204
390,Angel Beats!,1,2010,5,0.11063829787234043,0.7654320987654322,0.006102854008957437
391,Blood and Bone,0,2009,4,0.39574468085106385,0.6419753086419754,0.014568728857907061
392,Ip Man 2,0,2010,4,0.4595744680851064,0.7407407407407407,0.04570329187319219
393,Masha and the Bear,1,2009,9,0.025531914893617023,0.7530864197530864,0.0013706402596148717
394,Like Stars on Earth,0,2007,2,0.7021276595744681,0.8395061728395062,0.08298303165874804
395,Monty Python: Almost the Truth (The Lawyer's Cut),1,2009,7,0.23404255319148937,0.8148148148148148,0.0007648957383183668
396,The Legend of Bruce Lee,1,2008,11,0.19148936170212766,0.6790123456790124,0.000624701591468084
397,Ouran High School Host Club,1,2006,5,0.09787234042553192,0.8271604938271603,0.00430193234265742
398,Felon,0,2008,4,0.43829787234042555,0.7283950617283951,0.034402232878348954
399,The Ultimatum,1,2009,5,0.18723404255319148,0.4814814814814815,4.4086209701346775e-07
400,Mobile Suit Gundam Unicorn,1,2010,5,0.14893617021276595,0.7777777777777778,0.0005669486567593197
401,Stuart Little 2,0,2002,0,0.33191489361702126,0.49382716049382713,0.02369236995560078
402,Johnny Test,1,2005,10,0.07659574468085106,0.4444444444444444,0.0036005207463089923
403,Code Lyoko,1,2003,6,0.1021276595744681,0.7160493827160493,0.00225016014315674
404,Did You Hear About the Morgans?,0,2009,3,0.43829787234042555,0.4197530864197532,0.01775968871609054
405,Iris,1,2009,5,0.25957446808510637,0.7777777777777778,0.0008579176407882086
406,DreamWorks Shrek's Swamp Stories,1,2010,8,0.1021276595744681,0.6172839506172839,0.00014328018152937706
407,Ben & Holly's Little Kingdom,1,2009,6,0.059574468085106386,0.7407407407407407,0.0005365291720653905
408,The Garfield Show,1,2009,6,0.0723404255319149,0.4691358024691358,0.001099510069951589
409,Chaos,0,2005,4,0.451063829787234,0.6049382716049383,0.024083414635651727
410,Wakfu,1,2008,10,0.09361702127659574,0.8148148148148148,0.000645422110027717
411,Katt Williams: The Pimp Chronicles Pt. 1,0,2006,11,0.19574468085106383,0.7530864197530864,0.0007825302221989055
412,Initial D,0,2005,11,0.4553191489361702,0.5925925925925926,0.0037609945496218946
413,Comedian,0,2002,4,0.34893617021276596,0.6666666666666667,0.0030609055395645077
414,Delta Farce,0,2007,3,0.3829787234042553,0.2592592592592593,0.004908117726050939
415,One Piece: Strong World,0,2009,3,0.48510638297872344,0.7407407407407407,0.002370515495641417
416,Christmas with the Kranks,0,2004,2,0.42127659574468085,0.4814814814814815,0.02163971603190607
417,Dinosaur King,1,2007,11,0.08936170212765958,0.5061728395061728,0.0003152163993646295
418,Love Happens,0,2009,3,0.46382978723404256,0.5061728395061728,0.014474384369146179
419,Vampire Knight,1,2008,5,0.10638297872340426,0.7160493827160493,0.0022779344552685886
420,Den-noh Coil,1,2007,10,0.10638297872340426,0.7901234567901235,0.00037825967923755545
421,Zig and Sharko,1,2010,11,0.03829787234042553,0.654320987654321,0.00028171087999160596
422,Even the Rain,0,2010,11,0.44255319148936173,0.7283950617283951,0.005925627445958022
423,Kabhi Khushi Kabhie Gham,0,2001,0,0.8936170212765958,0.7283950617283951,0.021519801541518408
424,Naruto Shippuden the Movie,0,2007,3,0.4,0.6419753086419754,0.0017682978711210198
425,Trailer Park Boys: The Movie,0,2006,4,0.4042553191489362,0.691358024691358,0.005654497256294739
426,Jeff Dunham: Arguing with Myself,0,2006,3,0.32340425531914896,0.8024691358024691,0.0017541902840165888
427,From Within,0,2008,4,0.37872340425531914,0.5061728395061728,0.0033417346953620868
428,Jodhaa Akbar,0,2008,3,0.9063829787234042,0.7407407407407407,0.014188264868184438
429,And Then Came Lola,0,2009,2,0.3021276595744681,0.2962962962962963,0.0007397665987885991
430,One on One,1,2001,5,0.0851063829787234,0.6790123456790124,0.0010131010989369493
431,Om Shanti Om,0,2007,2,0.6893617021276596,0.6419753086419754,0.018777198435997625
432,Jab We Met,0,2007,3,0.5872340425531914,0.7901234567901235,0.022898377318879524
433,The Cartel,1,2008,7,0.18723404255319148,0.8148148148148148,0.00033064657276010094
434,Te quiero,0,2001,11,0.3617021276595745,0.40740740740740733,2.997862259691582e-05
435,Bon Cop Bad Cop,0,2006,3,0.49361702127659574,0.6172839506172839,2.4688277432754204e-05
436,Naruto: Ninja Clash in the Land of Snow,0,2004,3,0.34893617021276596,0.6296296296296295,0.0029775826032289623
437,The Mafia Dolls,1,2009,5,0.18297872340425533,0.6296296296296295,0.00012300052506675752
438,Horrid Henry,1,2006,11,0.05106382978723405,0.5925925925925926,0.00039986192199121536
439,I Will Follow,0,2010,3,0.32340425531914896,0.54320987654321,0.0003791414034315824
440,Alpha and Omega,0,2010,2,0.37446808510638296,0.4444444444444444,0.006289779538091147
441,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,0,2007,3,0.3829787234042553,0.6666666666666667,0.0007080245278036295
442,Bo on the Go!,1,2007,11,0.09361702127659574,0.32098765432098764,4.981741696252188e-05
443,Waist Deep,0,2006,4,0.4127659574468085,0.5308641975308642,0.004387459589478033
444,Naruto: Guardians of the Crescent Moon Kingdom,0,2006,3,0.4042553191489362,0.6049382716049383,0.0017502225251434676
445,First Sunday,0,2008,3,0.4085106382978724,0.37037037037037035,0.0047740956485588446
446,Einsatzgruppen: The Nazi Death Squads,1,2009,5,0.18723404255319148,0.7530864197530864,0.0002636355340140538
447,This Is the Life,0,2008,11,0.4127659574468085,0.5925925925925926,0.00011374242102947472
448,My Suicide,0,2009,4,0.4553191489361702,0.6790123456790124,0.0008513047093330065
449,Kyaa Kool Hai Hum,0,2005,11,0.7319148936170213,0.5679012345679012,0.0015438990637411645
450,Kung Fu Panda Awesome Secrets,1,2008,11,0.0,0.7037037037037037,2.2043104850673397e-05
451,Divine Intervention,0,2002,11,0.39148936170212767,0.6296296296296295,0.0015840175145693902
452,Accident,0,2009,4,0.37872340425531914,0.6296296296296295,0.0014455868161071612
453,Naruto: Legend of the Stone of Gelel,0,2005,3,0.4085106382978724,0.6049382716049383,0.0018921801203818042
454,Jim Gaffigan: Beyond the Pale,0,2006,11,0.30638297872340425,0.7901234567901235,0.0017347923517479962
455,Dreamworks Happy Holidays from Madagascar,1,2005,8,0.0,0.6172839506172839,4.011845082822558e-05
456,Billu,0,2009,2,0.5829787234042554,0.5925925925925926,0.005176602743132141
457,Half & Half,1,2002,5,0.08936170212765958,0.6790123456790124,0.0008032507407585385
458,Timmy Time,1,2009,9,0.059574468085106386,0.6666666666666667,0.0004752493405805184
459,"Cairo 6,7,8",0,2010,11,0.425531914893617,0.7283950617283951,0.0019137823631354641
460,Dil Chahta Hai,0,2001,0,0.7787234042553192,0.8148148148148148,0.0313726285476724
461,Trailer Park Boys: Countdown to Liquor Day,0,2009,4,0.4297872340425532,0.7160493827160493,0.003282659174362282
462,Bleach the Movie: Hell Verse,0,2010,3,0.4,0.7283950617283951,0.001062918515899471
463,Whisky,0,2004,11,0.42127659574468085,0.691358024691358,0.0027527429337520937
464,EMI,0,2008,11,0.5446808510638298,0.3580246913580247,0.00026407639611106726
465,Vientos de agua,1,2006,7,0.30638297872340425,0.8888888888888885,0.0004536470978268585
466,Naruto Shippuden the Movie: The Lost Tower,0,2010,3,0.3617021276595745,0.6666666666666667,0.0015703507895619727
467,Naruto Shippuden the Movie: Bonds,0,2008,3,0.3829787234042553,0.654320987654321,0.0019697718494561746
468,Naruto Shippuden the Movie: The Will of Fire,0,2009,3,0.4042553191489362,0.6790123456790124,0.0015963616532857672
469,Linewatch,0,2008,4,0.3829787234042553,0.4814814814814815,0.0012595430111674779
470,The Boy Who Cried Werewolf,0,2010,0,0.4127659574468085,0.54320987654321,0.0014367695741668918
471,Dostana,0,2008,3,0.6170212765957447,0.6172839506172839,0.006586038867284197
472,Whitney Cummings: Money Shot,0,2010,11,0.2042553191489362,0.5802469135802469,0.00039765761150614806
473,Don,0,2006,3,0.7574468085106383,0.691358024691358,0.016237391895103037
474,Rock On!!,0,2008,11,0.6127659574468085,0.7654320987654322,0.009680449926221728
475,Eternal Summer,0,2006,11,0.4468085106382979,0.6790123456790124,0.0011572630046603532
476,Mike Birbiglia: What I Should Have Said Was Nothing,0,2008,11,0.2553191489361702,0.7530864197530864,0.0007864979810720267
477,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",0,2008,3,0.4042553191489362,0.6790123456790124,0.000521980722863946
478,Welcome,0,2007,11,0.6808510638297872,0.6666666666666667,0.00960814854231152
479,Just Another Love Story,0,2007,11,0.425531914893617,0.7037037037037037,0.0021355359979332387
480,Arahan,0,2004,11,0.48510638297872344,0.6296296296296295,0.0016788028654272857
481,Phir Hera Pheri,0,2006,11,0.6595744680851064,0.691358024691358,0.009919397182803028
482,Bleach the Movie: Fade to Black,0,2008,3,0.4,0.7037037037037037,0.0009460900601909021
483,Rang De Basanti,0,2006,3,0.6680851063829787,0.8148148148148148,0.05206008245002938
484,Oscar's Oasis,1,2010,9,0.03829787234042553,0.7283950617283951,0.0002499688090066363
485,Swades,0,2004,0,0.8042553191489362,0.8148148148148148,0.03927199560195972
486,Kaal,0,2005,11,0.5404255319148936,0.3950617283950617,0.0023383325625594338
487,Sorry to Disturb,0,2008,11,0.49361702127659574,0.8024691358024691,0.0025653765425213697
488,2 Alone in Paris,0,2008,11,0.4,0.4814814814814815,0.00109201541430236
489,Delhi-6,0,2009,11,0.6,0.5679012345679012,0.0033849391808694067
490,Kal Ho Naa Ho,0,2003,2,0.7914893617021277,0.7901234567901235,0.029988762425147128
491,Sivaji: The Boss,0,2007,3,0.8042553191489362,0.7407407407407407,0.00861929485871031
492,Ishqiya,0,2010,4,0.48936170212765956,0.7160493827160493,0.004589374429910201
493,Trotro,1,2004,6,0.012765957446808512,0.5802469135802469,5.069914115654881e-05
494,Guzaarish,0,2010,2,0.5361702127659574,0.7283950617283951,0.00813875517296563
495,A Lion in the House,0,2006,11,0.9574468085106383,0.8888888888888885,0.00013534466378313463
496,Oye Lucky! Lucky Oye!,0,2008,11,0.5361702127659574,0.7654320987654322,0.0076736456606164224
497,Love in a Puff,0,2010,11,0.44255319148936173,0.691358024691358,0.0011255209336753836
498,Kabhi Alvida Naa Kehna,0,2006,2,0.8212765957446808,0.5555555555555556,0.008725542624090556
499,Black Friday,0,2004,4,0.6085106382978723,0.851851851851852,0.00908440437105952
500,Kevin James: Sweat the Small Stuff,0,2001,11,0.17872340425531916,0.7283950617283951,0.0004752493405805184
501,Connected,0,2008,11,0.46808510638297873,0.6296296296296295,0.0009923805803773163
502,Vivah,0,2006,11,0.7446808510638298,0.6296296296296295,0.004315158205567824
503,Golmaal Returns,0,2008,2,0.574468085106383,0.4444444444444444,0.0034735524623691135
